0	46354	0.500985	0.052218	10.818700	1.473070	0.132185	36.408100	24.445700	30.759000	23.963500	0.798291	32.568400	30.030800	0.605746	0.717858	0.990955	0.067630	0.383108	0.909204	0.053166	0.086827	0.045034	0.042049	0.005186	0.781820	0.785629	1.066580	0.608487	0.382246	0.002929	0.819836	1.835430	1.138019	0.919720	1.637790	0.823974	0.014558	0.352098	0.983792	0.861118	-0.138476	0.233956	0.002640	66.774000	1.097340
1	40912	0.460360	0.050716	11.253800	1.472660	0.155906	36.983600	23.862500	29.408300	24.881200	0.755000	32.118600	27.608000	0.667678	0.904605	0.961198	0.094671	0.388058	0.951417	0.049628	0.081573	0.045714	0.038475	0.005184	0.752146	0.904527	0.671004	0.717780	0.180373	0.002395	0.975549	1.255070	1.259115	0.979848	1.637840	0.701357	0.015587	0.286110	1.014944	0.971614	-0.067728	0.305765	0.002035	72.858200	1.170310
2	43921	0.506538	0.050681	11.029400	1.460400	0.146167	37.175900	24.247700	34.918900	22.015500	0.766225	27.993400	26.106200	0.623280	0.960150	1.046530	0.055568	0.397100	0.937141	0.052788	0.079866	0.045790	0.042488	0.005210	0.750937	1.059730	0.711241	0.697011	0.318119	0.002486	0.979549	1.116410	1.509395	0.962078	1.654950	0.758434	0.017031	0.429058	1.035901	0.870975	-0.096038	0.310654	0.003064	40.486400	1.149040
3	47163	0.429463	0.049500	11.105600	1.430790	0.140891	36.962200	24.494200	32.023900	22.998900	0.777827	32.767800	26.127800	0.643025	0.853295	1.089640	0.080318	0.368310	0.938396	0.057204	0.081366	0.047040	0.045583	0.005494	0.728943	0.808167	0.924801	0.510811	0.239918	0.002536	0.975333	1.658280	1.340168	0.963408	1.631330	0.788396	0.013592	0.357047	0.994580	1.360700	-0.037628	0.073086	0.002055	60.732700	1.138830
4	46734	0.444469	0.059726	11.060400	1.453150	0.135366	36.461700	24.710400	33.509900	21.076300	0.754734	27.460500	28.506900	0.618170	0.820430	0.938716	0.077348	0.381070	1.007540	0.048725	0.071336	0.045655	0.041319	0.005233	0.740026	0.748730	0.729143	0.619275	0.320420	0.002462	0.948787	1.490780	1.307441	0.983239	1.630700	0.703275	0.033071	0.612899	1.001036	0.831515	-0.230923	0.286662	0.002478	65.058000	1.127730
5	40524	0.460360	0.050716	11.253800	1.472660	0.155906	36.983600	23.862500	30.595500	21.878800	0.804863	28.927300	26.108900	0.664795	0.816413	1.078220	0.089634	0.388058	0.951417	0.049628	0.081573	0.045714	0.038475	0.005184	0.752146	0.808167	0.924801	0.510811	0.239918	0.002536	0.975333	1.795560	1.378359	0.963408	1.631330	0.701357	0.013592	0.691725	1.093345	0.833225	-0.031087	0.227010	0.001327	117.492000	1.160170
6	29216	0.529614	0.056073	10.705300	1.487520	0.131842	35.751300	23.057900	32.035400	23.777500	0.752896	31.397400	25.448900	0.644275	1.028670	1.209080	0.066716	0.415802	0.984909	0.052628	0.082208	0.044132	0.041608	0.005399	0.776431	0.792797	0.761525	0.757009	0.398045	0.002768	0.887903	1.107380	1.146646	0.949357	1.633560	0.804100	0.019083	0.349637	0.952641	1.087699	-0.170359	0.361305	0.000770	151.950000	1.128010
7	22035	0.552986	0.068186	11.057600	1.497910	0.124136	35.142900	23.396400	32.558900	22.103500	0.760529	30.700600	23.407700	0.658093	1.100070	1.103970	0.067741	0.379715	0.933376	0.045909	0.084574	0.042465	0.046033	0.004856	0.824340	0.788561	0.468482	0.554179	0.117343	0.002467	0.982203	1.697010	1.356342	0.950446	1.588820	0.761291	0.019234	0.664559	0.929167	1.278328	0.197119	0.228299	0.001943	87.672800	1.117500
8	46031	0.441098	0.061216	11.367000	1.398780	0.133487	35.755000	23.572400	31.323200	22.986000	0.752846	26.229000	32.919600	0.608011	0.745168	0.905917	0.094108	0.373746	0.984911	0.044046	0.076849	0.046268	0.042485	0.005146	0.728075	0.920490	0.632421	0.483970	0.394487	0.002494	0.940996	1.493050	1.286537	0.955925	1.616580	0.805742	0.024125	0.560833	0.914922	0.870396	-0.210154	0.343714	0.002770	39.669200	1.122700
9	30918	0.443395	0.046815	11.086800	1.405170	0.152848	36.668100	23.413600	35.132100	23.568900	0.732056	32.420100	25.019000	0.649818	1.131330	1.143180	0.075634	0.391870	0.957983	0.047260	0.079329	0.051126	0.041353	0.005667	0.751107	1.175040	0.676456	0.672915	0.175713	0.002339	0.975589	1.355420	1.309727	0.953173	1.596660	0.748516	0.020866	0.365410	1.010119	0.693482	-0.180606	0.141907	0.001305	88.859100	1.106130
10	41606	0.444469	0.059726	11.060400	1.453150	0.135366	36.461700	24.710400	32.212000	20.935700	0.766611	26.384000	28.205500	0.629365	0.805593	1.055470	0.080309	0.381070	1.007540	0.048725	0.071336	0.045655	0.041319	0.005233	0.740026	0.908527	1.022840	0.599620	0.404288	0.002455	0.930937	1.396440	1.328474	0.977244	1.603190	0.703275	0.028038	0.288368	0.939816	1.059501	-0.134464	0.265992	0.004564	33.482000	1.114170
11	32036	0.470641	0.045847	10.668100	1.463720	0.164453	36.912800	23.499500	35.132100	23.568900	0.732056	32.420100	25.019000	0.649818	1.131330	1.143180	0.075634	0.399961	0.950537	0.063916	0.079833	0.050189	0.046652	0.005446	0.739045	1.192670	0.908468	0.762138	0.275653	0.002483	0.964792	1.355420	1.151890	0.938636	1.634630	0.693090	0.014687	0.237807	0.919516	1.262544	-0.184696	0.411575	0.002346	63.187800	1.105500
12	43447	0.444469	0.059726	11.060400	1.453150	0.135366	36.461700	24.710400	34.918900	22.015500	0.766225	27.993400	26.106200	0.623280	0.960150	1.046530	0.055568	0.381070	1.007540	0.048725	0.071336	0.045655	0.041319	0.005233	0.740026	0.748730	0.729143	0.619275	0.320420	0.002462	0.948787	1.116410	1.088998	0.983239	1.630700	0.703275	0.033071	0.466912	0.924258	1.080096	0.063259	0.138459	0.002233	75.923200	1.140360
13	40912	0.463465	0.052370	10.900900	1.508620	0.119910	35.626800	22.869000	33.724700	21.015700	0.800053	28.198700	26.269400	0.627797	0.893877	0.993055	0.077426	0.393476	0.964776	0.043820	0.087109	0.043703	0.041537	0.005208	0.765778	0.792797	0.761525	0.757009	0.398045	0.002768	0.887903	1.585640	1.687853	0.949357	1.633560	0.818354	0.019083	0.509921	0.976587	1.081433	-0.026687	0.154074	0.002016	58.937200	1.114340
14	24888	0.533603	0.067764	10.979000	1.509980	0.120220	35.981700	23.772500	33.758700	25.519100	0.733071	36.089600	22.038900	0.650843	1.149960	1.249070	0.053985	0.390730	0.978229	0.043218	0.075858	0.044631	0.044236	0.004606	0.785066	0.792797	0.761525	0.757009	0.398045	0.002768	0.887903	1.251970	1.322590	0.949357	1.633560	0.756011	0.019083	0.497355	0.989904	1.050393	0.026671	0.327926	0.001812	60.752400	1.111940
15	48087	0.513284	0.061665	10.867500	1.485880	0.130425	35.265100	23.503100	31.881200	23.127600	0.745990	32.404300	26.560600	0.650181	0.902100	1.111400	0.069762	0.390028	0.973601	0.048733	0.080750	0.045062	0.041693	0.004940	0.769396	0.838217	0.568654	0.217645	0.185727	0.002621	0.977584	1.369930	1.277778	0.994982	1.659910	0.678214	0.020253	0.577584	0.984783	1.148678	-0.081047	0.129404	0.001892	77.417800	1.133850
16	39723	0.496520	0.051437	10.635400	1.500580	0.154684	37.512800	24.174700	31.034900	20.909400	0.772764	26.335700	28.295200	0.630707	0.772918	1.025410	0.078897	0.403593	0.970213	0.057805	0.079094	0.045610	0.044950	0.004939	0.754688	0.659203	0.321867	0.549700	0.320804	0.002228	0.879484	1.363070	1.092775	0.935501	1.590880	0.716935	0.021372	0.744059	1.014701	0.807221	-0.184885	0.169496	0.000981	124.336000	1.188630
17	46031	0.466006	0.052363	11.056900	1.455940	0.144660	36.595600	23.763400	31.323200	22.986000	0.752846	26.229000	32.919600	0.608011	0.745168	0.905917	0.094108	0.380230	0.939501	0.050412	0.085403	0.044941	0.039755	0.005456	0.762229	0.994291	0.445953	0.614308	0.191387	0.002473	0.994966	1.493050	1.237653	0.973714	1.629550	0.740991	0.021451	0.385783	0.977757	1.069768	0.042110	0.209996	0.003987	36.950200	1.144980
18	25694	0.411439	0.051650	10.994300	1.419030	0.139614	36.547400	23.858700	33.085700	23.183300	0.775325	33.295300	26.740500	0.618012	0.953867	1.226810	0.078881	0.392226	1.000980	0.049125	0.087701	0.045750	0.040004	0.004971	0.710829	0.876014	0.835055	0.365920	0.313849	0.002551	0.932544	1.384850	1.324840	0.962229	1.640770	0.807123	0.015734	0.332422	0.947932	0.969897	-0.149399	0.241043	0.001601	92.310400	1.093120
19	22461	0.538269	0.051300	10.545800	1.530720	0.151528	37.445800	24.777200	31.547900	22.759300	0.735783	33.364000	22.435500	0.680137	1.016810	1.209690	0.084064	0.403224	0.946394	0.059259	0.077620	0.046660	0.044805	0.005214	0.775234	0.974236	0.848165	0.727886	0.219100	0.002644	0.947012	1.611820	1.361006	0.995418	1.724450	0.640337	0.011652	0.442431	0.984468	1.072441	-0.059657	0.369404	0.004068	42.387100	1.123100
20	25279	0.399845	0.047628	11.521500	1.398980	0.153924	36.943400	23.905100	36.354200	22.901100	0.756343	32.776000	27.479000	0.612226	1.024290	1.115430	0.086143	0.372398	0.952639	0.047974	0.082762	0.046310	0.044158	0.005359	0.723781	0.720466	0.539255	0.839460	0.202949	0.002839	0.993894	1.280800	1.397604	0.963206	1.659510	0.810109	0.013648	0.578868	0.879712	1.294520	-0.069676	0.283259	0.001357	105.474000	1.136060
