  0.792379	   2.82534	   7.33689	   17.3709	   35.8396	   64.9859	   106.825	   162.318	   229.293	   303.503	   379.085	   449.411	   507.393	   565.997	   580.064	   600.287	   613.444	   695.107	   724.104	    714.14	   696.942	   666.382	   584.774	   478.876	   345.091	   242.535	   191.012	   168.042	   152.147	   127.963	     104.8	   89.5299	   76.7468	   69.3642	   59.4811	    55.905	   61.9626	   59.3387	   54.9173	     50.89	   47.4051	   44.2399	   41.3077	   38.5603	   36.0397	   33.7582	
 0.0661901	  0.370764	   1.11247	   2.70947	   5.70436	   10.4036	   16.7924	   24.7834	   33.8439	   42.8995	    50.615	    55.533	   58.9854	    69.377	   73.4618	   82.6338	   88.7027	   84.4052	   84.8031	   85.9766	   83.9341	   82.7874	   80.0435	   75.3149	   67.8074	   56.2118	   44.6215	   38.1985	   36.0057	   34.6166	     30.95	   26.9054	   23.9952	   21.3309	   17.6521	   15.9066	   17.9437	    17.445	   16.2566	   15.1386	   14.1563	    13.305	   12.5209	   11.7772	   11.0662	   10.4021	
0.00987296	 0.0622864	   0.23465	  0.650505	   1.51294	   3.06029	   5.45467	   8.81152	   13.1009	   18.2083	   23.7324	   29.0887	   34.2843	   40.1253	   44.0479	    48.325	   52.1499	   51.0336	   52.0159	   53.3363	   50.9496	   50.4261	   51.3865	   49.2353	   46.0332	   41.9364	   35.4462	   28.5491	    24.684	   23.2686	   22.1673	   19.7015	   17.0378	    15.043	   12.0173	   10.8017	   12.0493	   11.8649	    10.832	   10.0488	   9.31813	   8.67678	   8.11493	   7.59377	   7.09868	   6.62686	
0.000653503	0.00719942	 0.0372491	  0.134254	  0.374002	  0.884298	      1.83	   3.37922	   5.65047	   8.72036	   12.6087	    17.132	   22.3063	   26.0738	   29.7654	   33.9353	   36.3293	   36.4135	   38.0478	   39.5383	   38.6152	   37.4704	    38.413	   37.6309	   34.9204	   31.7153	   28.0526	   22.9574	    17.868	   14.8602	   13.3961	    12.155	   10.2619	   8.39944	   6.67122	   5.86374	   6.38977	   6.44272	   5.86647	   5.35887	   4.97459	   4.61572	   4.30065	   4.02404	   3.76703	   3.52265	
         	0.000422258	0.00473915	 0.0249842	 0.0913543	   0.25882	  0.621719	   1.30919	   2.44904	   4.14385	   6.46273	   9.43373	   13.1297	   15.6451	   18.4485	   21.8551	   24.5824	   24.9579	   26.6333	   28.1242	   27.9309	   27.6482	    27.714	   27.1377	   26.4222	   24.3915	   22.0184	   19.3125	   15.6321	   12.0058	   9.82437	   8.69074	   7.71495	   6.34733	   4.91641	   4.29468	   4.41495	   4.29736	   3.89862	   3.55465	   3.25136	   3.02227	   2.80813	   2.62012	   2.45506	   2.30152	
         	         	0.000337307	 0.0037581	 0.0196913	 0.0714138	  0.201223	  0.481648	   1.00865	    1.8759	   3.15522	   4.88942	   7.19448	   8.75111	   10.9358	   13.2238	   15.6256	   16.9716	   18.2263	   19.3556	   19.6504	   19.7312	   20.0906	   19.2821	    18.911	    18.453	   17.0609	   15.4082	   13.4981	   10.9061	   8.35546	   6.81334	   5.99713	   5.28979	    4.2853	   3.67272	   3.65234	   3.32523	    2.9946	   2.74128	   2.52188	   2.32737	   2.18273	   2.04618	   1.92617	    1.8208	
         	         	         	0.000284813	0.00311833	 0.0160826	 0.0573432	  0.159463	   0.37656	  0.778028	   1.42781	   2.37017	   3.67369	   4.57383	   6.11472	   7.69244	   9.38931	   10.8728	   12.4051	   13.0235	   13.3966	   13.7689	   14.1088	   13.9105	   13.4482	   13.2985	   13.0821	   12.1847	   11.0777	   9.77266	   7.95781	   6.15024	   5.06122	   4.49764	   4.03673	   3.57733	   3.29793	    2.8424	   2.46813	   2.22525	   2.03931	    1.8782	   1.73529	    1.6293	   1.52911	   1.44105	
         	         	         	         	0.000232762	0.00251389	 0.0128028	 0.0450094	   0.12382	  0.289005	  0.590101	   1.07004	   1.77597	   2.28182	   3.27205	   4.31693	   5.55301	   6.67113	   8.07126	   8.87489	   9.07709	    9.5462	   9.85657	   10.0052	   10.0143	   9.83877	   9.89111	   9.88503	   9.35683	   8.65319	   7.77705	   6.46443	   5.10954	   4.30688	   3.83691	   3.64146	   3.42495	   2.88594	   2.51273	   2.18515	   1.97316	   1.81107	   1.67057	   1.54582	    1.4536	   1.36626	
         	         	         	         	         	0.000194267	0.00207201	 0.0104186	 0.0361756	 0.0984727	  0.227184	  0.458344	  0.830013	   1.13735	   1.73115	   2.41761	   3.30478	    4.1227	   5.17329	   6.01526	   6.44043	    6.8934	    7.0917	    7.4591	   7.68653	   7.81599	   7.79899	   7.94826	   8.05785	   7.73872	   7.26704	    6.6393	   5.61582	   4.52068	   3.69009	   3.58853	   3.61522	   3.13213	   2.67223	   2.32746	   2.02448	   1.82862	   1.67893	   1.54919	   1.43395	   1.34881	
         	         	         	         	         	         	0.000162275	0.00172732	0.00868189	 0.0301133	 0.0820045	  0.189024	  0.384935	   0.59109	  0.948563	   1.41211	   2.06165	   2.64067	   3.47221	   4.24363	   4.75267	   5.50969	   5.56907	    5.9656	   6.30688	   6.53383	   6.67344	   6.66603	   6.80649	   6.90988	   6.64518	   6.25047	   5.72057	   4.84763	    3.7012	   3.54673	   3.63358	   3.26462	   2.86524	   2.44539	    2.1307	   1.85384	   1.67508	   1.53855	   1.42019	   1.31503	
