	    0.000154233	  -4.84619e-005	  -1.29781e-006	   -0.000154689	  -4.09113e-005	  -4.78476e-006	  -2.97757e-005	   6.42071e-005	   -0.000338517	    0.000105296	   -0.000135965	  -9.08327e-005	   -7.7848e-006	  -3.14075e-005	   7.01336e-005
	  -4.84619e-005	    3.0559e-005	   6.97136e-007	   4.22545e-005	   1.65666e-005	   9.00998e-006	   1.96144e-005	  -1.90762e-005	    0.000145034	  -3.12027e-005	   4.17381e-005	   3.04637e-005	   8.65863e-006	   2.23576e-006	   -3.4522e-005
	  -1.29781e-006	   6.97136e-007	   3.53637e-008	  -7.06673e-007	   5.29146e-008	  -4.30475e-008	   4.29956e-007	  -1.05322e-007	    3.6722e-006	  -2.48259e-007	   8.88863e-007	   1.33303e-006	   5.56602e-007	  -7.14229e-007	   3.01464e-006
	   -0.000154689	   4.22545e-005	  -7.06673e-007	    0.000685977	   8.81315e-005	   5.99672e-005	    4.9688e-006	   -0.000172644	    0.000197692	   -0.000329733	   6.15163e-005	  -2.60254e-005	  -3.69154e-005	    0.000163868	   -0.000831375
	  -4.09113e-005	   1.65666e-005	   5.29146e-008	   8.81315e-005	   3.68805e-005	   5.70484e-006	   1.85696e-005	  -3.89123e-005	    0.000147908	  -4.40436e-005	   8.36155e-005	  -4.87247e-006	  -5.94397e-007	    4.1209e-005	   -0.000120764
	  -4.78476e-006	   9.00998e-006	  -4.30475e-008	   5.99672e-005	   5.70484e-006	   1.33536e-005	   1.91208e-006	  -7.08304e-006	  -7.22194e-007	  -2.34717e-005	  -1.61828e-005	  -6.50985e-006	  -2.09756e-006	   7.96043e-006	   -0.000101259
	  -2.97757e-005	   1.96144e-005	   4.29956e-007	    4.9688e-006	   1.85696e-005	   1.91208e-006	    2.1518e-005	    -6.246e-006	    0.000140545	  -6.33449e-006	   6.83869e-005	   1.86286e-005	   8.08667e-006	   4.64201e-006	   9.82441e-006
	   6.42071e-005	  -1.90762e-005	  -1.05322e-007	   -0.000172644	  -3.89123e-005	  -7.08304e-006	    -6.246e-006	    0.000210396	   -0.000106977	    0.000137355	  -1.44801e-005	    2.4029e-005	   1.98352e-006	  -6.98607e-005	    0.000342806
	   -0.000338517	    0.000145034	    3.6722e-006	    0.000197692	    0.000147908	  -7.22194e-007	    0.000140545	   -0.000106977	     0.00115484	   -0.000144897	     0.00054392	    0.000200915	   4.99523e-005	   7.24489e-005	   5.40036e-005
	    0.000105296	  -3.12027e-005	  -2.48259e-007	   -0.000329733	  -4.40436e-005	  -2.34717e-005	  -6.33449e-006	    0.000137355	   -0.000144897	    0.000198791	  -4.24955e-005	  -8.05199e-006	   1.25098e-005	  -7.81375e-005	    0.000399998
	   -0.000135965	   4.17381e-005	   8.88863e-007	   6.15163e-005	   8.36155e-005	  -1.61828e-005	   6.83869e-005	  -1.44801e-005	     0.00054392	  -4.24955e-005	     0.00035649	   7.27686e-005	   1.18566e-005	   6.09766e-005	   8.11422e-005
	  -9.08327e-005	   3.04637e-005	   1.33303e-006	  -2.60254e-005	  -4.87247e-006	  -6.50985e-006	   1.86286e-005	    2.4029e-005	    0.000200915	  -8.05199e-006	   7.27686e-005	    0.000112844	   1.55515e-005	  -3.37961e-005	    0.000198676
	   -7.7848e-006	   8.65863e-006	   5.56602e-007	  -3.69154e-005	  -5.94397e-007	  -2.09756e-006	   8.08667e-006	   1.98352e-006	   4.99523e-005	   1.25098e-005	   1.18566e-005	   1.55515e-005	   1.75132e-005	  -1.69801e-005	   8.05993e-005
	  -3.14075e-005	   2.23576e-006	  -7.14229e-007	    0.000163868	    4.1209e-005	   7.96043e-006	   4.64201e-006	  -6.98607e-005	   7.24489e-005	  -7.81375e-005	   6.09766e-005	  -3.37961e-005	  -1.69801e-005	   7.38977e-005	   -0.000255815
	   7.01336e-005	   -3.4522e-005	   3.01464e-006	   -0.000831375	   -0.000120764	   -0.000101259	   9.82441e-006	    0.000342806	   5.40036e-005	    0.000399998	   8.11422e-005	    0.000198676	   8.05993e-005	   -0.000255815	     0.00155371
