     0	     0	  0.011628	 0.0875171	  0.156682	  0.177416	  0.167563	  0.146498	  0.117131	 0.0827471	 0.0761551	  0.256671	  0.263587	  0.205034	  0.167128	  0.133694	 0.0959726	 0.0601718
     1	     0	 0.0118154	  0.088236	  0.158686	  0.181504	  0.172657	  0.151379	  0.121626	 0.0867417	 0.0736202	  0.250894	  0.259154	  0.203228	  0.166506	   0.13357	 0.0960961	 0.0605586
     2	     0	 0.0112752	 0.0857824	  0.155223	  0.176721	  0.166737	  0.145461	  0.116393	 0.0825878	  0.071188	  0.247302	  0.258571	  0.203828	  0.167615	  0.134825	 0.0972491	 0.0613141
     3	     0	 0.0118344	 0.0881362	  0.156878	  0.177381	  0.167499	  0.146652	  0.117828	  0.083953	 0.0767995	  0.256405	   0.26158	  0.203482	  0.166397	  0.133815	 0.0968283	 0.0614084
     4	     0	 0.0112074	 0.0862132	  0.156043	  0.177755	  0.168377	   0.14749	  0.118166	  0.083648	 0.0752123	  0.256084	  0.262765	  0.204661	   0.16666	  0.132866	 0.0952422	  0.059843
     5	     0	 0.0117414	 0.0873678	  0.156013	  0.177335	  0.167982	  0.146954	  0.117794	 0.0837164	 0.0750182	  0.250973	  0.257106	  0.201723	  0.166035	  0.133832	 0.0967143	 0.0610359
     6	     0	 0.0114742	 0.0875063	  0.159655	  0.183118	  0.173951	  0.152859	  0.123703	 0.0892443	 0.0713832	  0.248488	  0.261632	  0.207477	   0.17131	  0.139327	  0.102144	  0.065853
     7	     0	  0.012543	 0.0907649	  0.159959	  0.180839	  0.171668	  0.151135	  0.122254	 0.0879337	 0.0763633	  0.251692	  0.255869	  0.198321	  0.162225	   0.13115	 0.0954879	 0.0610615
     8	     0	 0.0126139	  0.091966	  0.161908	  0.181337	  0.170022	  0.148269	  0.118791	 0.0844359	 0.0786411	   0.26112	  0.266956	  0.205653	  0.166715	  0.133749	 0.0965495	 0.0610204
     9	     0	 0.0117033	  0.086814	  0.155938	   0.17778	  0.168329	  0.146872	  0.117291	 0.0830317	 0.0727688	  0.248439	  0.257706	  0.202109	  0.165798	  0.133078	 0.0956275	 0.0599863
    10	     0	  0.012327	 0.0895093	  0.157425	  0.176486	  0.165688	    0.1444	  0.115385	  0.081708	 0.0773303	  0.255445	  0.258913	  0.199018	  0.161525	  0.129492	 0.0932791	 0.0588076
    11	     0	 0.0120445	 0.0884609	  0.156806	  0.176729	  0.166115	  0.144434	  0.114816	 0.0806848	 0.0764357	  0.256011	   0.26339	  0.204414	  0.166138	  0.132945	 0.0952298	 0.0593684
    12	     0	 0.0122339	 0.0906129	  0.162238	  0.184531	  0.175065	  0.154191	  0.124951	 0.0900641	 0.0777939	  0.259911	  0.269964	  0.211613	  0.173287	  0.140819	  0.103249	 0.0664221
    13	     0	 0.0118281	 0.0886457	   0.15778	   0.17794	  0.167608	  0.146439	  0.117302	 0.0832106	 0.0768333	  0.257508	  0.263095	  0.204646	  0.167267	  0.134464	 0.0971475	 0.0614293
    14	     0	 0.0114972	 0.0874771	  0.157286	  0.179378	  0.170712	  0.150644	  0.122199	 0.0880815	 0.0752787	  0.254757	  0.262951	  0.208449	  0.173209	   0.14123	  0.103747	 0.0669003
    15	     0	 0.0121422	 0.0910781	  0.162544	  0.183684	  0.173539	  0.152383	  0.122939	 0.0879587	 0.0797559	   0.26493	  0.270458	  0.209458	  0.170376	  0.136886	  0.099355	 0.0633918
    16	     0	 0.0122961	  0.092649	  0.167258	  0.190504	  0.179867	  0.157054	  0.126166	 0.0901422	 0.0754384	  0.259786	  0.271109	  0.211942	  0.172359	   0.13764	 0.0988505	 0.0622798
    17	     0	 0.0122064	 0.0909276	  0.162312	  0.183069	  0.171993	  0.150072	  0.120282	 0.0854864	 0.0780514	  0.263178	  0.272283	   0.21199	  0.172749	  0.138734	  0.100202	 0.0632792
    18	     0	 0.0125108	 0.0911401	  0.159628	  0.178131	  0.167297	  0.147117	    0.1196	 0.0867921	  0.078617	   0.25942	  0.263308	  0.203472	  0.167099	   0.13692	  0.101749	 0.0668026
    19	     0	 0.0118516	 0.0879939	  0.157389	  0.178866	  0.169433	  0.148492	  0.119472	 0.0854112	 0.0744301	   0.25127	  0.259811	  0.203885	  0.167788	  0.136004	 0.0990518	 0.0631443
    20	     0	 0.0125389	 0.0920267	  0.161243	  0.179887	  0.169111	  0.148705	  0.120752	 0.0874296	 0.0798568	  0.265042	  0.268299	  0.206969	  0.169882	  0.138498	  0.102177	 0.0665338
    21	     0	 0.0120643	 0.0895368	  0.160495	  0.182847	  0.173418	  0.152266	  0.122964	 0.0883558	  0.075931	  0.256541	   0.26604	  0.208829	  0.171467	  0.138826	   0.10137	  0.065021
    22	     0	 0.0117068	 0.0876745	  0.157344	  0.179456	  0.170456	   0.14969	  0.120792	 0.0866878	  0.073811	  0.250129	  0.257829	  0.203526	  0.168523	  0.136699	 0.0996749	 0.0637218
    23	     0	 0.0129568	 0.0932648	  0.163757	  0.183169	  0.171651	  0.149904	  0.120545	 0.0862015	 0.0798002	  0.264223	  0.270862	   0.20816	  0.168485	  0.135598	 0.0984933	  0.062828
    24	     0	 0.0114178	 0.0851693	  0.152942	  0.174221	  0.165453	  0.145145	  0.116431	 0.0826923	 0.0727241	  0.247738	  0.255506	  0.199811	  0.164081	  0.132308	 0.0956927	 0.0605712
    25	     0	 0.0125974	 0.0908104	  0.158694	  0.177806	  0.167562	   0.14723	  0.119363	 0.0862872	 0.0809966	  0.262553	  0.264873	  0.205808	  0.170016	  0.139024	  0.102716	 0.0667283
    26	     0	 0.0124784	 0.0920265	  0.163659	  0.184862	  0.174265	  0.152426	  0.122535	 0.0874822	 0.0790295	  0.265291	  0.273103	  0.211934	  0.172453	  0.138455	  0.100087	 0.0634493
    27	     0	 0.0118475	 0.0889933	  0.159011	  0.180286	  0.170576	  0.149513	   0.12024	 0.0857386	 0.0776793	  0.260809	  0.267348	  0.208863	  0.171127	  0.137677	 0.0996411	 0.0631987
    28	     0	 0.0115282	 0.0869209	  0.156956	  0.180047	  0.172257	  0.152503	  0.124167	 0.0900351	 0.0733209	  0.248257	  0.257048	  0.203483	  0.168973	  0.138206	  0.101973	 0.0662065
    29	     0	 0.0122128	 0.0893439	  0.157671	  0.177332	  0.167095	  0.146667	  0.118593	 0.0853329	 0.0769896	  0.255185	  0.261246	  0.203756	  0.167628	  0.136614	  0.100502	 0.0649221
    30	     0	 0.0117023	 0.0874195	  0.156894	  0.178951	  0.170062	  0.149606	  0.121059	 0.0872016	 0.0738444	  0.249581	  0.257986	  0.203683	  0.168546	  0.137092	   0.10044	 0.0646033
    31	     0	 0.0126335	 0.0911925	  0.159692	  0.178453	  0.167249	  0.145913	  0.117013	 0.0833032	  0.078356	  0.258104	  0.262223	  0.201704	  0.163912	  0.131899	 0.0956054	 0.0607601
    32	     0	 0.0122956	 0.0895995	  0.159512	  0.181001	  0.171326	  0.149834	  0.120012	 0.0852573	 0.0749995	  0.252992	  0.261011	   0.20261	  0.164854	  0.132302	 0.0952804	 0.0600608
    33	     0	 0.0114063	 0.0863947	   0.15467	  0.174502	    0.1639	  0.142737	  0.113768	 0.0800962	 0.0773627	  0.259969	   0.26629	  0.207028	   0.16848	   0.13452	 0.0963425	 0.0601698
    34	     0	 0.0122041	 0.0891709	  0.157447	  0.177181	  0.166928	  0.145971	    0.1171	 0.0832957	  0.076396	   0.25387	  0.259128	  0.200774	  0.163918	  0.131855	 0.0952868	 0.0602191
    35	     0	 0.0123527	 0.0896219	  0.157436	   0.17636	  0.165529	   0.14426	  0.115278	 0.0816376	 0.0774711	  0.255715	  0.259011	  0.198989	  0.161448	  0.129408	 0.0932093	 0.0587622
    36	     0	 0.0120218	 0.0887931	  0.157547	  0.177683	   0.16732	  0.146244	  0.117473	  0.083824	 0.0772904	  0.258681	  0.264919	   0.20633	  0.169069	  0.136533	 0.0992367	 0.0632323
    37	     0	 0.0121053	 0.0886434	  0.157089	  0.177725	  0.168023	  0.147143	  0.118306	 0.0844832	 0.0769587	  0.256038	   0.26187	   0.20451	  0.168208	  0.136007	 0.0988196	 0.0628374
    38	     0	 0.0123331	 0.0895055	  0.157302	  0.176283	  0.165506	  0.144266	  0.115297	  0.081658	 0.0773588	  0.255469	  0.258848	  0.198878	  0.161359	  0.129336	 0.0931549	 0.0587257
    39	     0	 0.0129704	 0.0950463	  0.168224	  0.190249	  0.180238	  0.158699	  0.128805	 0.0931269	 0.0810063	  0.269135	  0.275448	  0.213702	  0.174199	  0.140368	  0.102162	 0.0654748
    40	     0	 0.0118178	 0.0889587	  0.159649	  0.181432	   0.17157	  0.150172	  0.120632	 0.0859493	 0.0758019	  0.256666	  0.265022	  0.207312	  0.169379	  0.135982	 0.0981537	 0.0620397
