0	102269	0.103029	0.385728	2.038400	0.243752	0.121248	3.702030	0.077567	0.642118	0.972865	0.614571	0.686348	0.012261	0.005923	0.125680	13.102600	0.960962	0.127153	1.266020	34.144800	20.560800	39.4671	25.0253	0.752923	3.554800	25.62350	18.82580	0.695103	1.497330	1.290680	0.027057	0.996227	0.02437	0.211884	0.050449	0.295461	0.001848	0.103437	5.99854	0.293580	0.314907	3.517250	0.0429392	0.736801	0.354103	0.352097508	0.983791834	0.715350023	-0.048475966
1	88632	0.106122	0.398015	2.094200	0.266231	0.119202	3.572530	0.081707	0.779436	0.958341	0.547455	0.709214	0.010920	0.006340	0.118570	12.898900	0.949871	0.119691	1.298070	33.671400	21.004900	44.2220	25.3537	0.789989	4.006150	30.34800	20.80160	0.704620	1.174790	0.996911	0.015845	0.995742	0.02456	0.213882	0.052034	0.309647	0.00182816	0.107101	5.31411	0.287498	0.335160	3.836090	0.0416997	0.763317	0.364962	0.286109917	1.014944318	0.885008809	0.022271996
2	96305	0.104466	0.390747	2.074220	0.261683	0.118527	3.538840	0.077481	0.670513	0.965375	0.584499	0.640184	0.011847	0.005976	0.131806	12.706700	0.942190	0.106550	1.377490	34.462300	20.719700	44.0191	29.1944	0.757457	4.080480	33.86430	21.42630	0.688355	1.834650	1.393190	0.059227	0.992412	0.02776	0.192689	0.050811	0.338565	0.00154374	0.119184	5.62708	0.281980	0.331211	3.553750	0.0398961	0.723884	0.384748	0.429057681	1.03590133	0.730040898	-0.006038041
3	104027	0.103636	0.394446	2.079890	0.258134	0.117648	3.600430	0.078465	0.661334	0.981067	0.577286	0.697792	0.012039	0.006036	0.106969	12.830500	0.957189	0.111981	1.288410	34.208400	20.975200	37.1778	24.3971	0.797917	3.757300	23.06720	23.29220	0.726409	1.442930	1.223560	0.033166	0.993638	0.02378	0.207022	0.050106	0.285714	0.00160957	0.109047	6.02444	0.283660	0.326236	3.501630	0.0411495	0.735982	0.358416	0.357047487	0.994580409	1.553569706	0.052372386
4	103143	0.105985	0.381313	2.043330	0.261199	0.122129	3.583410	0.078906	0.656639	0.980889	0.608661	0.703152	0.012437	0.005985	0.082682	13.067400	0.978695	0.118536	1.219580	34.407800	20.494200	40.5173	23.3031	0.781258	3.059800	24.84430	21.99620	0.702238	1.468090	1.221420	0.028763	0.995949	0.02433	0.227939	0.053267	0.307020	0.00201078	0.106399	5.35571	0.279379	0.335614	3.465950	0.0467952	0.731367	0.312267	0.612898711	1.001036412	0.671790646	-0.140922895
5	87852	0.104856	0.372378	1.989760	0.240301	0.116248	3.524830	0.078336	0.672262	0.962125	0.529751	0.766616	0.011545	0.006096	0.142705	12.731600	0.952164	0.121857	1.264930	33.989900	21.077000	40.1955	24.8389	0.850692	4.086110	32.20320	24.21360	0.770579	1.386970	1.193480	0.025300	0.992852	0.02264	0.192031	0.054026	0.271377	0.00158282	0.109111	6.14966	0.273107	0.325304	3.431670	0.0497853	0.776011	0.350919	0.69172494	1.093344593	0.674284313	0.058912589
6	62227	0.103907	0.370916	1.999720	0.204766	0.123783	3.573340	0.079930	0.756442	0.92363	0.475777	0.706509	0.010799	0.006319	0.107832	12.685200	0.941502	0.113654	1.329770	34.884200	22.135400	40.2448	28.5330	0.686082	3.632950	29.40180	21.73470	0.803874	1.521000	1.260280	0.032921	1.000660	0.02442	0.194727	0.055411	0.325678	0.00160886	0.120641	5.88595	0.304348	0.301643	3.154170	0.0531421	0.743176	0.380194	0.349636563	0.952640551	1.07396421	-0.080358967
7	42534	0.100881	0.363473	2.038480	0.215946	0.121598	3.545230	0.076929	0.722276	0.933141	0.501693	0.701653	0.010690	0.006434	0.114807	12.972000	0.946301	0.119600	1.316310	33.975600	22.083000	42.6666	22.0541	0.680289	3.345350	36.10260	24.01620	0.798415	1.008410	0.906145	0.024295	0.996388	0.02189	0.221203	0.054936	0.317633	0.00165449	0.126577	6.72120	0.321761	0.286672	3.780630	0.0480107	0.763077	0.376992	0.664558755	0.929166934	1.404253875	0.287118593
8	99192	0.104466	0.390747	2.074220	0.261683	0.118527	3.538840	0.077481	0.675242	0.972116	0.613858	0.675929	0.011706	0.006151	0.115205	13.114000	0.947556	0.126259	1.285000	33.986200	20.977900	43.7764	26.1209	0.786595	3.593730	30.50530	23.07490	0.704412	1.692560	1.363440	0.051460	0.993030	0.02497	0.192689	0.050811	0.338565	0.00146051	0.119184	5.62708	0.281980	0.331211	3.560200	0.0398961	0.736024	0.384748	0.560833233	0.91492234	0.729174559	-0.120153885
9	66151	0.100876	0.390888	1.947440	0.224203	0.123825	3.492520	0.084269	0.717338	0.974581	0.573166	0.724317	0.011314	0.006031	0.152529	12.691200	0.945823	0.120814	1.318610	33.850800	20.910200	37.2230	26.1167	0.823920	5.436690	24.83040	22.76210	0.715737	1.653530	1.305570	0.058797	0.995739	0.02653	0.211292	0.057785	0.275710	0.00173954	0.103566	5.31240	0.308125	0.324420	3.669830	0.0566737	0.763633	0.372392	0.365409887	1.010118693	0.480749319	-0.090606098
10	93111	0.105048	0.378922	2.035740	0.260356	0.115949	3.601620	0.078320	0.691924	0.954748	0.522397	0.756598	0.011534	0.006082	0.114993	12.934300	0.957839	0.126819	1.274410	33.996100	21.418200	42.8559	24.5256	0.842784	3.522980	30.56300	26.37130	0.712305	1.536210	1.253400	0.028075	0.994275	0.02424	0.197436	0.055370	0.290657	0.0014505	0.110366	6.04127	0.303277	0.337690	3.786870	0.044996	0.747238	0.368455	0.288367691	0.939816485	1.027140258	-0.044463982
11	67875	0.095993	0.391569	1.903920	0.243847	0.127025	3.586380	0.076792	0.673658	0.971601	0.570049	0.749795	0.011730	0.005915	0.154159	13.063200	0.938330	0.139124	1.268190	33.512100	20.430800	39.1906	25.0896	0.765317	4.544510	21.15990	23.27520	0.778161	1.676550	1.343400	0.039143	0.994568	0.02450	0.207758	0.051638	0.291159	0.00148315	0.104004	5.65558	0.302313	0.319462	3.376720	0.0428058	0.775002	0.390673	0.237806958	0.919516247	1.376066798	-0.09469607
12	95943	0.106502	0.374961	2.050270	0.263846	0.117038	3.519880	0.080003	0.697887	0.967585	0.560596	0.722295	0.011165	0.006313	0.118064	13.239900	0.937215	0.130215	1.232430	34.284300	21.694000	38.9150	20.7823	0.695446	3.324290	33.48890	21.26270	0.715714	1.542590	1.152960	0.049421	0.996868	0.02010	0.189980	0.053352	0.331773	0.0014724	0.117512	5.17388	0.288954	0.330220	4.566150	0.04545	0.74719	0.372799	0.466911635	0.924258293	1.061282736	0.153259401
13	90335	0.105132	0.379804	2.049920	0.242004	0.118837	3.568270	0.078944	0.668342	0.946901	0.526841	0.679755	0.011952	0.006091	0.107549	12.949600	0.952148	0.125581	1.293060	34.460700	21.172400	44.2220	25.3537	0.789989	3.183150	30.34800	20.80160	0.704620	1.174790	0.996911	0.015845	0.993315	0.02305	0.212168	0.051897	0.311952	0.00155286	0.118452	5.93906	0.293311	0.326761	3.836090	0.0466102	0.756606	0.341238	0.509920509	0.97658657	1.063509702	0.063313362
