  0.834077	   2.96932	   7.97525	    19.709	   41.6922	   75.8324	   123.024	   182.825	    251.86	   325.551	   398.549	   465.093	    519.26	   575.189	   587.536	   608.127	   623.527	   710.856	   746.704	   743.761	   733.502	   708.218	   626.609	   516.305	   373.131	    261.58	   204.275	   176.792	   156.468	   129.437	   105.172	   89.3816	   76.3818	   68.8317	   58.3303	   54.0832	   59.8186	   57.4909	   52.9902	   48.1915	   43.6769	
 0.0639363	  0.372337	   1.15233	   2.92958	   6.38337	   11.7975	   18.9277	    27.421	   36.5632	   45.2675	    52.356	   56.5921	   59.5173	   69.6314	   73.6341	   83.0074	   89.5707	   85.8972	   87.1416	    89.278	   88.0494	   87.5795	   85.1765	    80.405	   72.3988	   59.8003	   47.0617	   39.7341	   36.8041	   34.6627	   30.4534	   26.1752	   23.1344	   20.4044	   16.7593	   14.8814	   16.5711	   16.0941	   15.0525	   13.9528	   12.8035	
0.00955953	 0.0603627	  0.236834	  0.682579	   1.64534	   3.40386	   6.09316	   9.73491	   14.1836	   19.2617	    24.573	   29.6077	   34.4827	   40.0784	   43.8869	   48.2144	   52.2746	   51.5389	   53.0397	   54.9839	   53.0935	   53.0375	    54.417	   52.3441	   48.9718	   44.5308	    37.461	   29.8218	   25.3639	   23.5055	   21.9602	   19.1877	   16.3892	   14.3193	     11.33	   10.0895	   11.0907	   10.7949	   9.84515	   9.15346	   8.43538	
0.000637652	 0.0069718	 0.0364153	  0.136614	   0.39475	  0.962932	   2.02989	   3.75527	   6.20368	   9.38113	   13.2598	   17.6481	    22.608	   26.1364	   29.6555	    33.753	   36.2117	   36.4918	   38.4391	   40.3506	   39.8484	    39.074	   40.4057	   39.8258	   37.0719	   33.6905	    29.782	   24.2525	   18.6259	   15.2288	   13.4982	   12.0189	   9.97772	   8.06343	    6.3357	   5.51366	   5.95118	   5.91374	    5.3235	   4.85728	   4.51718	
         	0.000412084	0.00459035	 0.0244335	 0.0929734	   0.27327	  0.677169	   1.45205	    2.7202	   4.54553	   6.94429	   9.90752	   13.5064	   15.8352	   18.4695	   21.7507	    24.429	   24.8611	     26.68	   28.4085	   28.5039	   28.5276	   28.8889	   28.5249	   27.9297	   25.8662	    23.398	   20.5234	    16.517	   12.5091	   10.0616	   8.75518	    7.6295	   6.17215	   4.71996	    4.0788	   4.15129	   4.00197	    3.5779	   3.22511	   2.94675	
         	         	0.000329226	0.00364067	 0.0192616	 0.0726817	  0.212492	  0.524653	   1.11852	   2.08255	   3.45826	   5.24822	   7.54677	   8.99079	   11.0547	   13.2232	   15.5345	   16.8505	   18.1425	   19.3789	   19.8411	   20.1278	   20.7181	   20.0839	   19.8556	   19.4848	    18.091	   16.3844	   14.3488	   11.5204	   8.70087	    6.9763	   6.04207	   5.23174	   4.16727	   3.52601	   3.46865	    3.1263	    2.7883	   2.51535	   2.28781	
         	         	         	0.00027802	0.00302126	 0.0157344	 0.0583608	   0.16841	  0.410198	  0.862613	   1.58434	   2.59585	   3.93946	   4.79248	    6.2748	   7.76695	   9.37851	   10.7988	   12.3061	   12.9545	   13.4053	   13.8953	   14.3835	   14.3338	   13.9931	   13.9494	   13.8104	   12.9232	   11.7803	   10.3858	   8.40131	   6.40233	    5.1824	   4.53184	    3.9928	   3.47894	   3.16609	   2.69917	   2.32011	   2.07163	   1.87101	
         	         	         	         	0.000227235	0.00243593	 0.0125277	 0.0458084	  0.130781	   0.31484	  0.654158	   1.18686	   1.94379	   2.44478	   3.42505	   4.42524	   5.60092	   6.65698	   8.00938	   8.79758	   9.02366	   9.54713	   9.94076	   10.1921	   10.3089	    10.228	   10.3726	   10.4352	   9.92051	   9.19716	   8.25969	   6.82184	   5.31865	   4.41045	   3.86653	    3.6021	   3.33074	    2.7703	   2.38576	   2.05378	   1.83674	
         	         	         	         	         	0.000189681	0.00200805	 0.0101968	 0.0368198	  0.104024	  0.247519	  0.508058	  0.920332	   1.24414	   1.85341	   2.52846	    3.3846	   4.15459	    5.1581	   5.96486	   6.38054	   6.84896	   7.08785	   7.51706	   7.82267	   8.03898	   8.10561	   8.33466	   8.50151	   8.19729	   7.71687	   7.04779	   5.92555	   4.70598	    3.7793	    3.6166	   3.57629	   3.04578	   2.56478	   2.20952	   1.90256	
         	         	         	         	         	         	0.000158472	0.00167433	0.00849913	 0.0306532	 0.0866455	  0.205978	  0.426688	  0.655267	   1.03717	   1.51092	   2.15464	   2.70244	   3.49654	   4.22839	   4.71023	   5.45548	   5.52969	   5.95789	   6.34996	   6.64415	   6.86273	   6.92782	   7.13322	   7.28216	   7.03013	   6.63267	   6.07128	   5.11498	    3.8533	   3.63293	   3.66227	   3.22943	   2.78595	   2.34671	    2.0225	
1.16084e-009	3.41288e-009	8.93892e-009	2.19061e-008	4.85633e-008	9.68036e-008	1.74449e-007	2.75491e-007	0.000295927	0.00281082	 0.0128882	 0.0440793	  0.118259	  0.244746	  0.452614	  0.765388	   1.21671	   1.61197	    2.2264	   2.94924	   3.45357	   4.33873	   4.81289	   5.08162	   5.37008	   5.72558	   5.88901	   6.01125	   5.93746	   5.77046	   5.88708	   5.57721	   5.08142	   4.56451	   4.06425	   3.81281	   3.55628	   3.02876	   2.86078	   2.62321	   2.14038	
1.21188e-007	5.29834e-007	1.4141e-006	3.34725e-006	7.03745e-006	1.33303e-005	2.31548e-005	3.59279e-005	5.01658e-005	0.000370027	 0.0029773	 0.0133587	 0.0458939	  0.113706	   0.24507	  0.470892	  0.824834	   1.17548	   1.71244	   2.38622	   2.93662	   3.83151	   4.33663	   4.98907	   5.26013	   5.54008	   5.88639	    5.9897	   6.03474	   5.86176	   5.58373	   5.56916	   5.14411	   4.55397	   4.24918	   4.44743	   4.18952	   3.11097	   2.83212	   2.67585	    2.4546	
3.2714e-006	1.28369e-005	3.52074e-005	8.36404e-005	0.000174409	0.000325355	0.000555062	0.000853087	0.00119213	0.00153629	0.00217743	0.00520228	 0.0165545	 0.0485871	  0.121074	  0.267484	  0.528443	  0.848405	   1.32164	   1.91984	   2.52069	   3.36494	    4.0125	   4.67335	    5.4217	   5.75658	   6.10757	   6.50479	   6.62712	   6.67093	   6.46402	   6.13833	   6.09885	   5.61084	    5.0395	   5.36109	   5.75976	    4.2374	   3.44776	    3.1412	   2.97066	
3.75655e-005	0.000144225	0.000405481	0.000987242	0.00209739	0.00393542	 0.0066818	 0.0101707	 0.0141571	 0.0182745	 0.0221582	 0.0257231	 0.0311939	 0.0423288	 0.0782834	  0.156329	  0.323974	  0.585472	  0.989176	   1.49209	   2.10364	   2.88538	   3.62199	   4.40731	   5.20624	   6.11881	   6.58643	   7.04477	   7.57747	   7.78502	   7.89965	   7.72133	   7.40266	   7.43525	   6.72964	   6.99502	   7.91158	   6.77131	   5.42908	   4.42161	   4.03127	
0.000253297	0.000994525	0.00285622	0.00714079	 0.0155272	 0.0295857	 0.0504179	 0.0765166	  0.105795	  0.136269	  0.165702	  0.191625	  0.213612	    0.2186	  0.242389	  0.270632	  0.350605	  0.515804	  0.812976	   1.20338	   1.76283	    2.4563	   3.24324	   4.09457	   5.04044	   6.02954	   7.18499	   7.79163	   8.42614	   9.16127	   9.51162	   9.76268	   9.66175	   9.39242	   9.23679	   9.67568	   10.8252	   10.1198	   9.15225	    7.3463	   5.99025	
0.00143025	0.00453683	 0.0133467	 0.0341742	 0.0762267	  0.148233	  0.256074	  0.391869	  0.542077	  0.695712	  0.846501	  0.984975	   1.11215	   1.14028	   1.24363	   1.20181	   1.20512	   1.23371	   1.34517	   1.51733	   1.94223	   2.47749	    3.2199	    4.0751	   5.06216	   6.18963	   7.41181	   8.81675	   9.60065	   10.4403	   11.4215	   11.9478	   12.3704	    12.368	   11.7918	   13.2484	   15.0214	    14.311	   13.6772	   12.3779	   9.95061	
0.00524313	 0.0154051	 0.0436203	  0.113975	  0.260096	  0.518042	  0.912598	   1.42542	   1.99395	   2.56612	    3.1175	    3.6375	   4.14138	   4.31092	    4.7706	   4.62718	    4.4839	   4.39657	   4.13418	   3.76314	   3.87223	   4.05582	   4.57777	   5.26061	    6.1437	   7.20695	   8.47807	   10.1114	   11.8043	   12.7606	   13.8276	   15.0968	   15.8233	   16.4458	   16.0294	   16.8531	   20.1805	   20.0305	   19.4094	   18.5476	   16.7975	
 0.0144775	 0.0387416	  0.107375	  0.280071	  0.650746	   1.32484	   2.38944	   3.83572	   5.48828	   7.15471	   8.72767	   10.1875	   11.6357	   12.2351	   13.5195	   13.3305	   13.0478	   12.7842	   11.9946	   10.4771	   9.92715	   9.29952	   9.34711	   9.49677	   9.95694	   10.6505	   11.6017	   13.0596	   14.8835	   16.7557	   17.7368	   18.9362	   20.4278	   21.3038	   21.0086	   21.8131	   25.0971	   26.6933	   26.6454	   25.8201	   24.6679	
 0.0353798	 0.0852677	  0.231303	  0.597089	   1.38732	   2.85447	   5.23385	   8.61249	   12.6125	   16.7409	   20.5923	   24.0426	   27.3373	   28.8009	   31.2855	   31.2575	   31.1203	   30.9058	   29.1648	   26.1097	   24.3743	   22.1317	   21.2275	   20.2252	   19.5682	    19.242	    19.228	   19.8383	   21.0511	   22.7515	   24.3943	   24.9509	   25.8991	   27.2951	   26.5734	    27.906	   32.5453	   33.1813	   35.0592	   34.9616	   33.8734	
