	              0	       -3.27642	       -3.56423	       -3.61179	       -3.77712	       -3.83799	       -4.02296	       -3.88803	       -3.92461	       -3.90528	       -3.88989	       -3.87692	       -3.82439	       -3.85915	       -3.81483	        -3.8343	       -3.78734	       -3.82296	       -3.79029	        -3.7724	       -3.78077	       -3.76978	        -3.7673	       -3.80202	       -3.75493	       -3.72328	       -3.83902	       -3.77879	       -3.82632	       -3.79151	       -3.80033	       -3.78692	       -3.76913	       -3.80222	       -3.80659	       -3.81558	       -3.78981	       -3.80776	       -3.81505	       -3.82472	       -3.83557	        -3.8262	       -3.82088	       -3.84573	       -3.81917	       -3.81003	       -3.79805	         -3.794
	              0	        2.50882	        2.52774	        2.52458	        2.52688	        2.51088	        2.50359	        2.50439	        2.50805	        2.49824	        2.48664	        2.47769	        2.48354	        2.51043	        2.46684	        2.50782	        2.49321	         2.5207	         2.5149	        2.51731	        2.52862	        2.50686	        2.51276	        2.50005	        2.50666	        2.51678	        2.50414	        2.52726	        2.50508	        2.50432	        2.51542	        2.50214	        2.50713	          2.497	        2.50071	        2.49919	        2.50933	        2.50483	        2.50089	        2.50176	        2.48694	        2.48021	        2.50553	        2.49916	         2.4999	        2.50201	        2.48592	        2.47844
	              0	      0.0113171	      0.0131551	      0.0106665	      0.0101253	     0.00862509	     0.00437293	     0.00480933	     0.00246009	      0.0037866	     0.00337517	     0.00239509	      0.0038592	     0.00369604	     0.00409092	     0.00324017	     0.00355427	     0.00322064	     0.00232761	     0.00203042	     0.00158349	     0.00187947	     0.00161031	     0.00218721	     0.00122734	     0.00041387	      0.0013245	      0.0016783	     0.00125012	     0.00173701	     0.00139512	     0.00162724	     0.00142651	     0.00179492	     0.00175401	      0.0028716	     0.00184603	     0.00305437	     0.00249239	      0.0024799	     0.00274075	     0.00272338	     0.00249896	     0.00199569	     0.00239899	     0.00173791	      0.0020468	     0.00171663
	              0	       -2.22571	       -2.02112	       -2.09063	       -1.98748	       -2.03658	       -2.15248	       -2.20951	       -2.30703	       -2.25975	       -2.30587	       -2.26164	       -2.28165	       -2.29728	       -2.25086	       -2.32275	       -2.20968	        -2.2701	       -2.19421	       -2.21184	       -2.22898	       -2.27822	       -2.22448	       -2.29946	       -2.28177	       -2.26731	       -2.29547	       -2.25747	       -2.22776	       -2.24682	       -2.24174	       -2.26366	       -2.27047	       -2.24263	       -2.22337	         -2.174	       -2.18834	       -2.17508	       -2.19001	        -2.1247	         -2.156	       -2.13849	       -2.22825	       -2.23228	       -2.26836	       -2.29082	       -2.21362	       -2.16258
	              0	        3.55006	        3.47762	        3.44537	        3.41809	        3.39511	        3.40842	        3.42837	        3.44772	        3.45253	        3.45127	        3.45787	         3.4563	        3.42103	        3.44648	        3.40652	         3.4382	        3.38935	        3.41893	         3.4099	        3.40705	        3.42156	        3.41456	        3.42189	        3.41403	        3.41904	        3.40446	        3.40622	        3.41943	        3.42443	          3.419	         3.4354	        3.43515	        3.42755	        3.42103	        3.43057	        3.42878	        3.42251	        3.42595	        3.42347	        3.43827	        3.44241	        3.41805	        3.41964	        3.41938	        3.42028	        3.43003	        3.42471
	              0	        3.00226	        2.93064	        3.00109	        3.02406	        3.04759	        3.12341	        3.09215	        3.13729	        3.11275	        3.11967	         3.1559	        3.09768	        3.07905	         3.0982	        3.07375	          3.103	        3.07952	        3.08884	        3.08238	        3.06083	        3.06227	        3.07454	        3.05928	        3.04663	        3.07864	        3.04659	        3.04661	        3.05219	        3.06387	         3.0702	        3.07207	        3.07443	        3.06686	        3.07171	        3.06953	        3.06903	        3.07087	        3.07019	        3.07406	        3.07462	        3.08396	        3.07236	        3.07729	        3.06421	         3.0643	        3.06303	        3.06774
	              0	       0.207599	       0.109445	      0.0239026	     -0.0148029	     0.00367239	    -0.00543548	      0.0262711	      0.0433654	      0.0408392	      0.0612539	      0.0735885	      0.0649617	       0.054677	      0.0721065	      0.0710706	      0.0856204	      0.0728568	      0.0901836	      0.0888162	      0.0836589	      0.0862993	      0.0877941	      0.0747048	      0.0919812	       0.106662	      0.0640017	      0.0775065	      0.0750834	      0.0772495	      0.0781376	      0.0797272	      0.0872863	      0.0683044	      0.0676906	      0.0629119	      0.0695815	      0.0655718	      0.0636208	      0.0531002	      0.0522158	      0.0512436	      0.0585521	      0.0532008	      0.0548209	      0.0587449	      0.0608368	      0.0506888
	              0	       -3.09538	       -2.66737	       -2.51067	       -2.74256	       -2.54055	       -2.57372	       -2.51473	       -2.62709	       -2.62375	       -2.60711	       -2.56306	       -2.68226	       -2.67556	       -2.74765	       -2.65132	       -2.77082	       -2.70311	       -2.65771	       -2.66949	       -2.75782	        -2.8474	       -2.75412	        -2.9271	       -2.80751	       -2.77253	       -2.90657	       -2.92239	       -2.89185	       -2.83908	       -2.87574	       -2.86317	       -2.88827	          -2.86	       -2.84699	       -2.80276	       -2.80232	       -2.77402	       -2.90375	       -2.95575	       -2.80927	       -2.82518	       -2.77866	       -2.80071	       -2.88021	       -2.94376	       -2.90925	       -2.91574
	              0	       -3.28041	       -2.75709	       -2.48672	       -2.43228	       -2.11968	       -1.77734	       -1.77197	       -1.73486	       -1.81705	        -1.7195	        -1.7106	        -1.7505	       -1.70582	        -1.7292	       -1.67098	       -1.70925	       -1.65018	       -1.71432	       -1.69288	       -1.69553	       -1.69561	       -1.69852	       -1.67697	       -1.67131	       -1.72124	       -1.60397	       -1.66133	       -1.68213	       -1.73138	       -1.73075	       -1.76689	       -1.77361	       -1.78681	       -1.79969	        -1.7753	        -1.7771	       -1.80044	       -1.82196	       -1.85721	       -1.77532	       -1.77209	        -1.8573	       -1.82979	       -1.87476	       -1.88004	       -1.84399	       -1.91156
	              0	       -3.43666	       -3.21441	       -2.93845	       -2.96388	        -2.7576	       -2.54659	       -2.58354	        -2.4992	         -2.581	       -2.54545	       -2.48722	         -2.618	       -2.64931	       -2.66713	       -2.67717	       -2.66064	       -2.71086	       -2.72123	       -2.72736	        -2.7993	       -2.77324	       -2.75786	        -2.7902	       -2.80092	       -2.72305	       -2.78829	       -2.84952	       -2.82804	       -2.78884	       -2.79134	       -2.76932	       -2.76446	          -2.79	       -2.79332	        -2.8167	       -2.79382	       -2.81982	       -2.84548	       -2.89725	       -2.79464	       -2.77345	       -2.80934	       -2.77108	       -2.82486	       -2.82962	        -2.8332	        -2.8599
	              0	       -2.71698	        -3.2773	       -3.65604	       -3.52819	       -3.75133	       -3.60361	       -3.52455	       -3.43118	       -3.44245	       -3.38222	       -3.41927	       -3.37791	       -3.47149	       -3.40342	       -3.44217	       -3.50395	       -3.48573	       -3.49851	       -3.47341	       -3.48385	       -3.44897	       -3.43343	       -3.42403	       -3.39257	       -3.49012	       -3.42383	       -3.47421	       -3.44421	       -3.44421	       -3.50156	       -3.47781	       -3.51005	        -3.4625	       -3.49352	       -3.46306	       -3.49701	       -3.49724	       -3.50053	       -3.52922	       -3.46615	       -3.47342	       -3.51696	        -3.5171	       -3.52095	       -3.54889	       -3.47537	       -3.50169
	              0	       -5.07017	       -5.13585	       -5.12269	       -5.28131	       -5.26408	       -5.20088	       -5.14434	       -5.08231	       -5.07509	        -5.0658	       -5.05129	       -5.09942	       -5.10784	         -5.144	       -5.11793	       -5.20767	       -5.10478	       -5.23671	        -5.1963	       -5.20053	       -5.18127	       -5.17329	       -5.12168	       -5.16501	       -5.17722	       -5.05854	       -5.15858	       -5.13124	       -5.16043	       -5.15609	       -5.16978	       -5.17084	       -5.15846	       -5.15027	       -5.17665	       -5.19288	       -5.18349	       -5.16542	       -5.15937	       -5.15115	       -5.14479	       -5.14733	       -5.11758	       -5.14938	       -5.17005	       -5.17458	       -5.18111
	              0	      -0.395369	      -0.357201	      -0.411542	      -0.304086	      -0.287471	      -0.206179	      -0.247117	      -0.225819	      -0.274048	      -0.233336	      -0.275753	      -0.259284	      -0.281193	      -0.238294	      -0.276925	      -0.243643	      -0.267184	       -0.26549	      -0.271903	      -0.284445	      -0.271157	      -0.255939	      -0.254646	       -0.27804	      -0.255099	      -0.281389	       -0.28373	      -0.280301	      -0.263631	      -0.275595	      -0.258362	      -0.257034	      -0.271121	      -0.265603	      -0.243307	      -0.269175	      -0.242251	      -0.245228	      -0.242457	      -0.243485	      -0.239493	      -0.243359	      -0.255491	      -0.248217	      -0.258137	      -0.251809	      -0.259221
	              0	       0.356508	         0.3265	       0.308712	       0.280498	       0.246578	       0.231025	       0.249899	       0.256814	       0.278635	       0.251955	       0.251682	       0.271005	       0.241121	       0.246028	       0.209606	         0.2211	       0.190488	       0.199798	       0.204999	       0.228347	       0.243843	       0.231117	       0.260826	       0.243025	       0.236598	       0.263298	       0.258109	       0.266239	       0.259925	       0.261022	       0.275494	       0.279785	       0.270628	       0.261981	       0.253375	       0.265137	       0.232055	       0.263897	       0.278064	       0.273811	       0.280983	       0.240895	       0.258508	       0.256781	       0.269574	       0.279242	       0.286746
	              0	       0.504309	       0.224396	       0.261488	       0.078671	      0.0640795	      -0.110185	     -0.0397278	     -0.0578679	     -0.0601819	      -0.139922	      -0.224282	      -0.122031	      -0.179521	      -0.292175	      -0.215998	      -0.425348	      -0.229718	      -0.525068	      -0.454586	      -0.591709	      -0.591659	       -0.50087	      -0.561113	      -0.568243	      -0.585544	      -0.565302	      -0.650457	      -0.693964	      -0.557394	      -0.654489	      -0.587468	      -0.651492	      -0.565738	       -0.58515	       -0.49225	      -0.538697	      -0.475592	      -0.614871	      -0.688422	      -0.464329	      -0.488018	      -0.482173	      -0.522525	      -0.556166	      -0.681914	      -0.603447	      -0.675247
