     0	     0	 6.401e+06	4.41822e+06	2.90372e+06	1.97575e+06	1.77129e+06	    734949	1.88618e+06	1.90911e+06	1.52243e+06	 1.398e+06	   17227.2	   40587.3	   30179.3	   15055.8	   8285.39	    162307	   92235.7	   37609.6	   14809.5	   5060.49
     1	     0	6.39925e+06	4.40457e+06	2.8885e+06	1.96516e+06	1.76376e+06	    734757	1.88089e+06	1.90077e+06	1.51604e+06	1.39357e+06	   17267.1	   41140.2	   31924.8	   16491.5	   9128.47	    163779	   94051.1	   40576.9	   16744.7	   5831.14
     2	     0	6.40028e+06	4.40206e+06	2.89509e+06	1.97182e+06	1.76781e+06	    734455	1.87756e+06	1.90138e+06	1.51824e+06	1.39493e+06	   17227.6	     40848	   31615.2	     16303	   8840.12	    166013	   93318.8	   39893.3	   16711.7	   5961.05
     3	     0	6.40221e+06	4.41363e+06	2.90716e+06	1.9805e+06	1.77361e+06	    734823	1.88437e+06	1.9112e+06	1.52597e+06	1.40024e+06	   17260.3	   41125.4	   31820.9	   16338.7	   8938.67	    156428	   88567.2	   37204.1	   15031.4	   5180.22
     4	     0	6.40441e+06	4.40712e+06	2.88934e+06	1.97138e+06	1.77057e+06	    734915	1.88204e+06	1.90373e+06	1.5231e+06	1.39967e+06	   17124.2	   39409.5	     27341	   12989.8	   7145.29	    167244	   93698.4	   36279.4	   13887.4	   4799.04
     5	     0	6.40088e+06	4.40001e+06	2.88448e+06	1.96489e+06	1.76481e+06	    734599	1.87612e+06	1.89285e+06	1.51155e+06	1.39183e+06	   17283.1	   41408.7	   32664.3	     16975	    9237.4	    157273	   89371.1	   38718.5	     16134	    5692.3
     6	     0	6.39963e+06	4.39285e+06	2.88138e+06	1.96972e+06	1.76971e+06	    734322	1.87247e+06	1.89272e+06	1.51708e+06	1.39609e+06	     17116	     39535	   28597.9	     14047	   7417.65	    159039	   86222.9	   33980.6	   13760.5	   4938.52
     7	     0	6.39385e+06	4.38311e+06	2.87304e+06	1.96755e+06	1.76939e+06	    733803	1.86591e+06	1.88242e+06	1.51172e+06	1.39411e+06	   17204.6	   40660.9	   31370.3	   16059.1	   8531.62	    152398	   83666.9	   34721.6	   14408.2	   5164.02
     8	     0	6.40173e+06	4.41829e+06	2.90381e+06	1.97583e+06	1.77129e+06	    735001	1.8862e+06	1.90914e+06	1.52247e+06	 1.398e+06	   17228.8	   40591.9	   30187.2	   15063.7	   8290.79	    162330	   92253.1	   37624.1	   14817.6	   5063.82
     9	     0	6.39867e+06	4.40547e+06	2.89011e+06	1.96448e+06	1.76217e+06	    734335	1.87813e+06	1.89533e+06	1.50978e+06	1.38823e+06	   17195.5	   40563.4	     30474	   15168.8	   7932.79	    152068	   84440.8	   34205.2	   13706.5	   4769.72
    10	     0	6.40052e+06	4.40104e+06	2.88516e+06	1.95961e+06	1.76058e+06	    734567	1.87837e+06	1.89688e+06	1.51041e+06	1.39048e+06	   17229.9	   40801.4	     31250	   16017.7	   8837.48	    159544	   90722.7	   38369.2	   15644.7	    5447.1
    11	     0	6.39629e+06	4.40441e+06	2.88909e+06	1.96414e+06	1.76213e+06	    734196	1.87759e+06	1.89464e+06	1.50954e+06	1.38823e+06	   17190.5	     40543	   30454.5	   15161.3	   7931.25	    151997	   84416.7	   34199.8	   13709.8	   4771.73
    12	     0	6.39205e+06	4.39362e+06	2.87005e+06	1.95385e+06	1.75943e+06	    734055	1.87379e+06	1.88574e+06	1.50536e+06	1.38891e+06	   17204.7	   40461.3	   30431.6	   15500.8	   8661.52	    159428	   89349.9	   36414.5	   14599.8	   5031.85
    13	     0	6.39849e+06	4.41157e+06	2.90026e+06	1.97642e+06	1.77146e+06	    734811	1.88229e+06	1.90461e+06	1.52136e+06	1.39762e+06	   17316.9	   41782.6	   33327.7	   17399.8	   9484.17	    162025	   93638.8	     41468	   17408.4	   6162.96
    14	     0	6.40467e+06	4.40783e+06	2.89893e+06	1.97398e+06	1.77057e+06	    734906	1.88004e+06	1.90224e+06	 1.518e+06	1.39594e+06	   17302.7	   41725.6	     33471	   17502.5	    9427.6	    158144	   90169.5	     39860	   16777.5	    5946.4
    15	     0	6.4009e+06	4.41333e+06	2.90673e+06	1.98025e+06	1.77352e+06	    734769	1.88423e+06	1.91092e+06	1.52578e+06	1.40016e+06	   17258.8	   41119.6	   31811.6	   16332.7	   8935.92	    156387	   88561.2	   37198.7	   15028.2	   5179.03
    16	     0	6.40361e+06	4.41146e+06	2.89748e+06	1.96897e+06	1.76576e+06	    735037	1.88442e+06	1.9061e+06	1.51801e+06	1.39472e+06	   17282.6	   41361.3	   32318.6	   16691.9	   9168.96	    151873	     86432	   36857.3	   14980.2	   5149.42
    17	     0	6.40307e+06	4.41826e+06	2.90407e+06	1.97619e+06	1.77149e+06	    735051	1.88615e+06	1.90924e+06	1.52268e+06	1.39813e+06	   17227.9	     40573	   30169.4	     15059	   8290.54	    162363	   92202.4	   37591.8	   14810.9	   5064.89
    18	     0	6.40334e+06	   4.4e+06	2.89169e+06	1.97445e+06	1.77179e+06	    734412	1.8739e+06	1.89522e+06	1.51654e+06	1.39462e+06	   17138.3	   39854.3	   29405.7	   14418.4	   7305.59	    163044	   89435.8	   36531.4	   15059.3	    5449.7
    19	     0	6.39873e+06	4.39427e+06	2.8811e+06	1.96538e+06	1.7663e+06	    734380	1.87096e+06	1.88491e+06	1.50702e+06	1.38993e+06	   17332.5	   42183.9	   34539.9	   18229.8	   9668.79	    146526	   82737.5	   36760.4	   15714.1	   5669.75
    20	     0	6.39438e+06	4.39373e+06	2.87667e+06	1.95412e+06	1.7563e+06	    734030	1.87271e+06	1.88729e+06	1.50274e+06	1.38402e+06	   17186.6	   40513.2	   30982.4	   15736.2	   8360.69	    163904	   91745.4	   39253.8	   16599.5	   5997.67
    21	     0	6.39984e+06	4.41837e+06	2.90406e+06	1.97611e+06	1.77145e+06	    734943	1.88627e+06	1.90933e+06	1.52269e+06	1.39812e+06	   17227.9	   40593.3	   30193.7	   15072.9	   8297.99	    162274	   92256.2	   37629.8	   14824.4	   5068.32
    22	     0	6.40101e+06	4.40287e+06	2.89508e+06	1.97715e+06	1.77393e+06	    734609	1.87632e+06	1.89694e+06	1.51821e+06	1.39732e+06	     17319	   41935.6	   33886.5	   17761.7	   9504.77	    148047	   83619.5	     36411	   15175.9	   5367.38
    23	     0	6.4011e+06	4.40771e+06	2.89691e+06	1.9701e+06	1.76672e+06	    734529	1.87924e+06	1.89932e+06	1.51332e+06	1.39135e+06	   17224.6	   40916.6	   31509.8	   15920.7	    8323.3	    148692	   82554.2	   34174.8	   13841.6	   4830.48
    24	     0	6.40105e+06	4.40173e+06	2.89193e+06	1.9654e+06	1.76419e+06	    734327	1.87578e+06	1.89433e+06	1.50847e+06	1.3889e+06	   17258.9	   41427.2	   32936.5	   17010.2	   8944.42	    151283	   85218.1	   36918.7	   15299.5	   5374.43
    25	     0	6.40117e+06	4.38376e+06	2.86488e+06	1.9532e+06	1.75902e+06	    734358	1.86806e+06	1.88059e+06	1.50354e+06	1.38746e+06	   17164.9	   40118.2	   30070.9	   15117.2	   8015.41	    156175	   85497.1	   35154.8	   14560.4	   5219.53
    26	     0	6.40043e+06	4.40528e+06	2.89992e+06	1.98015e+06	1.77424e+06	    734606	1.87913e+06	1.9054e+06	1.52534e+06	1.40034e+06	   17213.1	   40571.9	   30819.3	   15696.7	    8555.1	    164148	   91955.4	   38444.7	     15828	   5626.33
    27	     0	6.39756e+06	4.39767e+06	2.87909e+06	1.96016e+06	1.76214e+06	    734274	1.87576e+06	1.89177e+06	1.50983e+06	1.39029e+06	   17138.4	   39879.4	   28996.9	   14212.5	    7596.7	    154694	   85513.9	   33760.5	   13313.2	   4618.33
