	              0	       -5.12937	       -5.12274	       -4.95703	       -5.07346	       -5.04791	       -5.09241	       -5.19888	       -5.19798	       -5.20459	       -5.22653	       -5.19096	       -5.21322	       -5.23878	       -5.23204	       -5.28813	       -5.23393	       -5.22035	       -5.26407	       -5.29877	       -5.27959	       -5.26048	       -5.27189	       -5.30176	       -5.23803	       -5.30852	       -5.25857	       -5.22689	       -5.23956	       -5.29496	       -5.32302	       -5.31591	       -5.32075	       -5.35355	       -5.23247	       -5.38056	        -5.3509	        -5.2424	       -5.32512	       -5.23246	       -5.22167	        -5.2373	       -5.29773	       -5.27221	       -5.28826	       -5.24129	       -5.33549	       -5.33808	       -5.28062	       -5.38447	       -5.32936	       -5.31138	       -5.37652	       -5.34713	       -5.36139	       -5.33285	       -5.40121	       -5.41695	       -5.40874	        -5.3991	       -5.39049	       -5.40628	       -5.38494	       -5.42626	       -5.41478	       -5.40596	       -5.36896	       -5.38705	       -5.36752	       -5.31839	       -5.30918	       -5.29493
	              0	       -2.60307	       -2.60037	       -2.70059	       -2.70488	       -2.69837	       -2.70313	       -2.59352	       -2.63676	       -2.64909	       -2.62791	       -2.71531	        -2.7039	       -2.62485	       -2.72409	       -2.69607	        -2.5853	       -2.65994	        -2.6673	       -2.68602	        -2.6787	       -2.60972	       -2.61749	       -2.59063	       -2.61147	       -2.60935	       -2.62901	       -2.64545	       -2.63044	       -2.64505	       -2.59549	       -2.60537	       -2.59189	       -2.53507	       -2.63768	       -2.48352	       -2.50208	       -2.67165	       -2.62107	       -2.66561	        -2.6381	       -2.72515	       -2.66889	       -2.66943	       -2.64969	       -2.66049	       -2.62451	        -2.5789	       -2.62965	       -2.51703	       -2.55334	       -2.63687	        -2.5658	       -2.57529	       -2.57997	       -2.61558	         -2.537	       -2.54843	       -2.57022	       -2.51419	       -2.50896	       -2.54116	       -2.55698	       -2.54081	       -2.46638	       -2.52622	       -2.55231	       -2.55849	       -2.57316	       -2.59334	       -2.62897	       -2.60844
	              0	       -1.72302	       -1.59455	       -1.43207	       -1.45855	       -1.27898	       -1.28122	       -1.39092	       -1.31623	       -1.29339	       -1.37192	       -1.28039	       -1.30386	       -1.29159	       -1.33783	       -1.30199	       -1.29098	       -1.30019	       -1.35055	        -1.4017	       -1.42045	       -1.31282	        -1.3596	        -1.3504	       -1.41508	       -1.32279	       -1.29666	       -1.34554	       -1.35404	       -1.43316	       -1.30634	        -1.3449	        -1.2813	        -1.2317	       -1.31057	       -1.14615	       -1.18711	        -1.2828	       -1.32829	       -1.29819	       -1.24404	       -1.30437	        -1.3673	       -1.27809	       -1.30952	       -1.30646	       -1.31966	       -1.28511	       -1.23798	       -1.23855	       -1.31762	       -1.31597	       -1.25392	       -1.28437	       -1.28931	       -1.27388	       -1.30683	       -1.26316	       -1.35469	       -1.29565	       -1.29665	       -1.34106	       -1.34061	       -1.33902	        -1.3104	       -1.29499	       -1.29206	       -1.31918	       -1.30846	        -1.3171	       -1.34799	       -1.31402
	              0	       -1.74989	       -2.00953	         -2.155	       -2.34923	       -2.22768	       -2.22946	       -2.32654	       -2.21403	       -2.22174	       -2.22313	        -2.2826	       -2.30332	       -2.27008	       -2.31159	       -2.36116	       -2.26876	       -2.31014	       -2.29955	       -2.35267	       -2.32995	       -2.27585	       -2.30384	       -2.29799	       -2.26971	       -2.32389	       -2.32531	       -2.30773	       -2.31602	       -2.29319	        -2.3114	       -2.33223	       -2.32592	       -2.31297	       -2.32592	       -2.30156	       -2.28862	       -2.27262	        -2.3269	       -2.30925	       -2.27605	       -2.30283	       -2.30573	       -2.34788	       -2.35537	       -2.38907	       -2.34962	       -2.39969	       -2.42668	       -2.44685	        -2.4441	       -2.37285	       -2.45325	       -2.42261	       -2.48981	       -2.49941	       -2.50227	       -2.49038	       -2.49818	       -2.52115	       -2.47027	       -2.48579	        -2.4684	       -2.47933	       -2.49164	       -2.47442	       -2.45226	       -2.47273	        -2.4513	       -2.43771	       -2.41112	       -2.44562
	              0	        1.46155	        1.50319	        1.58315	        1.68883	        1.75958	        1.78103	        1.60038	        1.69455	        1.73476	         1.6088	        1.85737	        1.86509	        1.71353	        1.83187	        1.96222	         1.6569	        1.68588	        1.72165	        1.67056	        1.57693	        1.68173	        1.67399	        1.66302	        1.61029	        1.73194	        1.73673	        1.72142	        1.68494	        1.69395	        1.75055	        1.71246	        1.75793	        1.77053	        1.76725	         1.7999	        1.78863	        1.83347	        1.74137	        1.82486	        1.76213	        1.88193	        1.80289	        1.82442	        1.78975	        1.89091	         1.6694	        1.76155	        1.84547	          1.794	        1.71686	        1.72802	        1.80176	        1.73371	        1.73293	        1.84431	        1.70558	         1.8276	        1.70724	        1.62993	        1.50478	        1.63269	        1.70009	        1.60205	        1.49268	        1.61515	        1.66491	        1.61141	        1.65622	        1.73313	         1.8646	        1.83524
	              0	        0.49398	       0.569978	       0.458495	       0.411892	       0.332719	       0.339575	       0.434929	       0.353719	        0.28947	       0.226769	       0.294647	       0.323149	       0.308454	       0.259855	       0.244848	       0.255889	       0.315177	       0.323228	       0.314647	       0.300014	       0.306994	         0.2992	       0.282384	       0.310374	       0.271713	       0.279585	       0.295152	       0.298793	       0.279302	       0.294374	       0.275344	       0.314821	       0.290582	       0.300934	       0.282853	       0.257855	       0.313236	       0.282785	       0.298312	       0.251611	       0.325852	       0.281199	       0.278883	       0.286961	       0.234745	       0.282076	       0.309909	       0.305119	       0.328454	       0.309153	       0.269504	       0.260552	       0.254372	       0.263022	       0.272335	       0.224175	       0.200792	       0.244476	       0.264893	       0.263453	       0.233737	       0.266922	       0.242974	       0.232546	       0.277401	       0.270859	       0.320663	       0.325773	       0.262147	       0.261778	       0.246189
	              0	       0.130651	      -0.187635	      -0.243557	      -0.260541	      -0.381224	      -0.330771	      -0.626905	      -0.362671	      -0.301189	      -0.273816	      -0.178192	      -0.288551	      -0.375575	      -0.184807	      -0.110147	       -0.44603	      -0.337056	       -0.31521	      -0.332086	      -0.330089	       -0.29591	      -0.304004	      -0.363246	      -0.264938	      -0.236927	        -0.1618	      -0.151962	      -0.251746	      -0.246115	      -0.238114	       -0.18056	      -0.275289	      -0.271699	      -0.124239	      -0.253843	      -0.316309	      -0.222286	      -0.336619	      -0.209694	       -0.27206	      -0.185367	      -0.156393	     -0.0982524	     -0.0555115	     -0.0565649	     -0.0226298	      -0.176204	      -0.123269	       -0.27894	      -0.136609	      -0.041106	       -0.12438	     -0.0565122	     -0.0183123	    -0.00442208	    -0.00399816	     -0.0486737	      0.0152965	     -0.0389562	      0.0348481	      0.0235194	     0.00414565	      0.0281431	   -0.000312342	     -0.0190505	    0.000449209	     -0.0367464	    -0.00382647	     -0.0222563	     -0.0930207	     -0.0637081
	              0	      -0.856306	        -1.0361	      -0.464839	      -0.742749	        -0.6906	      -0.958593	       -1.03262	       -1.27457	       -1.23559	       -1.17118	       -1.36347	       -1.46379	       -1.32665	       -1.49636	       -1.72601	       -1.06567	       -1.31927	       -1.57083	       -1.71078	       -1.52246	       -1.38167	       -1.42012	        -1.4351	       -1.25802	        -1.5122	       -1.37595	       -1.31165	       -1.26951	       -1.57083	       -1.57932	       -1.52045	       -1.63684	       -1.57506	       -1.29655	       -1.57559	       -1.37719	       -1.50541	       -1.66203	       -1.42109	       -1.23676	       -1.67611	       -1.64992	       -1.60897	       -1.65695	       -1.40042	       -1.78212	       -1.70969	       -1.62478	       -1.77203	        -1.6105	       -1.68135	       -1.74716	       -1.61643	       -1.76042	       -1.77359	       -1.71856	        -1.7787	       -1.91165	       -1.69652	       -1.61278	        -1.7528	       -1.84561	       -1.87968	       -1.49831	       -1.84727	       -1.71447	        -1.9643	       -1.96468	        -1.6005	       -1.67792	       -1.51822
	              0	       0.218297	       0.130509	     -0.0129876	      -0.140858	      -0.102021	     -0.0439064	      -0.118676	     -0.0175394	    -0.00695084	      0.0177566	     -0.0187003	     -0.0466384	     -0.0201506	     -0.0380757	     -0.0450415	     -0.0127698	     -0.0451448	    -0.00790543	      0.0146204	      0.0152244	      0.0159438	      0.0306072	      0.0300174	      0.0599183	      0.0346577	      0.0301278	      0.0326867	      0.0300834	      0.0325212	      0.0319994	      0.0473661	      0.0160932	      0.0151568	      0.0427609	     0.00498967	     0.00773032	    -0.00282887	      0.0159066	     -0.0060529	     -0.0133237	      0.0200521	      0.0174957	     0.00741508	      0.0167004	     0.00691113	      0.0350886	       0.034925	      0.0270159	      0.0306754	       0.040856	      0.0240982	      0.0453929	      0.0433933	      0.0635111	      0.0562043	      0.0799148	      0.0670939	      0.0925144	       0.074282	       0.066672	      0.0841324	      0.0874754	      0.0984776	      0.0737613	      0.0763341	      0.0623421	      0.0732542	       0.077063	      0.0421504	      0.0219829	      0.0423182
	              0	       -2.39315	       -2.42542	       -2.56634	       -2.57458	       -2.65906	       -2.67675	       -2.65297	       -2.70609	       -2.68415	       -2.66969	       -2.67091	       -2.70759	        -2.7169	       -2.70719	       -2.73319	       -2.71628	       -2.71979	       -2.68605	       -2.67136	       -2.65326	        -2.7023	       -2.67651	       -2.65224	        -2.6954	       -2.64217	       -2.62041	       -2.64028	       -2.60539	       -2.69134	       -2.61592	       -2.58937	       -2.65293	       -2.62189	       -2.57699	       -2.62117	       -2.57632	       -2.66089	       -2.63019	       -2.64641	       -2.66746	       -2.64788	       -2.65498	       -2.61217	       -2.61105	       -2.58083	       -2.59988	        -2.5935	        -2.5688	       -2.57324	       -2.56173	       -2.57305	        -2.5521	       -2.55627	        -2.5064	       -2.49765	       -2.49818	       -2.52208	       -2.49757	       -2.52087	       -2.53808	        -2.5012	       -2.48308	        -2.4935	        -2.4949	       -2.50972	       -2.51569	       -2.51433	       -2.51212	       -2.54078	       -2.57504	       -2.54051
