Initial Active TB prevalence	
0.009610824	0.005898117
0.002195366	0.001347332
0.001374274	0.00084311
0.006181754	0.003794452
0.010410417	0.006389551
0.009040277	0.005548268
0.007592411	0.004659485
0.008749215	0.005369232
0.011095074	0.006809736
0.012002988	0.007366024
0.010197082	0.006258015
0.00867645	0.005325387
0.005775756	0.003545082
0.004867842	0.002986967
0.002678264	0.001643288
0.003072685	0.001885351
Proportion of active TB that is smear-positive	
0.505	0.321
Prevalence of previous TB at baseline	
0.006615039	0.0100479
0.017364476	0.016442018
0.033902073	0.018268909
0.042997751	0.023749582
0.033902073	0.0200958
0.036382712	0.028316809
Latent TB parameters	
0.98	0.064
Latent TB scaling factor 	
1	
Initial % of TB cases that are rif resistant 0.018	
0.018	
