Number of recorded male TB cases by age (15-19, ..., 90+) and year 												
250	235	244	256	314	332	356	332	298	284	297	269	297
478	510	491	573	593	571	585	605	488	610	533	522	478
752	874	767	814	923	944	913	905	842	858	831	783	765
1013	1161	1206	1292	1390	1446	1422	1315	1175	1245	1259	1145	1140
912	1247	1221	1368	1543	1558	1554	1550	1473	1583	1469	1429	1297
852	1193	1200	1243	1390	1419	1404	1380	1358	1437	1446	1452	1285
659	932	944	1070	1114	1204	1244	1266	1143	1211	1197	1113	1008
541	667	690	751	836	874	912	890	882	929	992	1018	884
309	440	454	524	597	605	597	675	650	603	674	661	679
216	228	221	269	294	354	402	399	412	475	443	454	444
125	160	170	194	228	212	213	238	187	222	250	244	267
85	67	111	80	108	125	189	167	184	144	174	175	132
35	55	84	58	63	76	81	77	61	97	114	94	90
19	27	27	39	33	40	48	67	51	60	60	52	47
13	9	15	23	15	17	17	19	17	22	29	20	30
5	7	1	11	10	7	12	14	7	10	23	18	8
Number of recorded female TB cases by age (15-19, ..., 90+) and year 												
324	327	356	367	505	499	511	464	429	383	391	426	395
673	743	819	798	926	970	908	933	781	798	701	721	611
823	1018	1185	1161	1472	1461	1453	1410	1293	1245	1149	999	884
741	1076	1191	1374	1510	1540	1574	1493	1280	1306	1243	1212	1057
533	709	845	993	1240	1282	1376	1380	1179	1146	1121	1042	909
425	565	642	754	854	926	950	903	876	887	878	832	744
286	361	495	531	670	679	671	793	565	628	653	587	481
220	276	319	388	436	435	483	512	421	469	497	481	414
144	171	249	214	306	315	324	335	302	319	293	326	273
76	105	118	137	203	198	246	223	183	183	218	200	212
49	83	107	103	132	146	172	194	103	127	131	135	142
32	58	71	68	101	87	126	121	81	89	95	101	84
36	49	50	47	62	62	60	85	44	75	70	73	83
12	17	18	17	26	39	42	58	51	67	55	62	30
6	10	12	21	22	15	11	17	14	19	21	30	23
4	2	5	3	8	4	12	15	16	15	13	15	11
Recorded proportions dead, in males and females (15+), by year												
0.086685824	0.108038914	0.127453479	0.132632808	0.130462385	0.131234669	0.130364861	0.146075361	0.148894668	0.118283963	0.122152998	0.122235157	0.120438369
0.089416058	0.118850987	0.132366554	0.151662844	0.133128762	0.127743128	0.121538289	0.132945389	0.137043844	0.117070655	0.109709125	0.125103563	0.118054462
HIV prevalence in adult TB patients, 2009-2016												
0	0.700773861	0.684849199	0.680061724	0.664656212	0.662690325	0.653375177	0.65752314					
