Initial Active TB prevalence	
0.00561449	0.004311879
0.001282498	0.000984981
0.000802829	0.000616364
0.003611282	0.002773973
0.0060816	0.004671146
0.005281186	0.004056117
0.004435365	0.003406364
0.005111152	0.003925232
0.006481565	0.004978327
0.007011954	0.005385007
0.005956973	0.004574985
0.005068644	0.003893178
0.003374104	0.002591668
0.002843716	0.002183652
0.001564599	0.001201343
0.001795014	0.001378305
Proportion of active TB that is smear-positive	
0.505	0.321
Prevalence of previous TB at baseline	
0.0038644	0.007345619
0.010144051	0.012020104
0.019805051	0.013355671
0.025118601	0.017362373
0.019805051	0.014691239
0.021254201	0.020701291
Latent TB parameters	
0.98	0.064
Latent TB scaling factor 	
1	
Initial % of TB cases that are rif resistant 0.018	
0.018	
