Number of recorded male TB cases by age (15-19, ..., 90+) and year 												
267	261	290	290	299	288	288	276	261	255	285	252	203
619	679	635	645	668	635	719	673	660	564	610	522	468
1073	1118	1148	1126	1195	1286	1307	1175	1131	1081	1064	1062	889
1630	1712	1762	1723	1814	1751	1741	1631	1574	1510	1559	1367	1284
1809	1931	1867	1911	2066	1987	1994	1847	1632	1608	1504	1349	1263
1973	2064	2079	1895	1904	1751	1763	1666	1567	1453	1433	1211	1122
1277	1664	1608	1657	1711	1650	1627	1565	1371	1321	1191	944	909
941	1052	1040	1131	1209	1176	1213	1225	1100	1088	1081	949	848
437	530	552	616	642	673	741	622	690	710	668	639	604
214	232	247	269	296	295	327	375	366	381	407	393	353
78	96	132	144	147	169	162	154	202	235	195	210	163
44	50	51	61	80	74	74	79	96	105	104	102	95
24	26	31	31	45	34	49	40	48	48	49	41	57
10	16	15	12	19	16	25	13	25	23	32	21	17
5	7	7	4	7	2	3	14	12	11	14	11	3
1	3	0	3	3	0	6	6	5	6	10	8	3
Number of recorded female TB cases by age (15-19, ..., 90+) and year 												
429	495	445	473	487	519	495	485	461	397	357	306	272
953	1022	1025	1094	1114	1009	1027	984	877	828	769	659	517
1248	1440	1462	1474	1637	1628	1613	1430	1199	973	939	919	725
1446	1547	1644	1700	1831	1767	1596	1455	1168	1126	1049	926	776
1064	1255	1392	1423	1531	1555	1473	1299	1082	963	817	818	633
795	961	1005	1039	1150	1108	1130	1050	915	868	702	647	511
519	547	670	681	773	837	842	830	658	655	560	486	442
304	407	398	443	508	530	557	529	443	470	458	376	312
187	212	228	267	329	331	361	347	314	321	315	277	235
84	96	105	108	118	145	206	204	191	225	189	202	168
58	69	83	83	93	79	121	92	109	113	125	119	86
33	60	45	56	49	46	72	66	67	89	80	71	61
21	25	13	28	29	29	41	49	53	47	49	43	39
7	4	7	14	14	14	20	18	27	39	53	28	23
3	10	3	8	6	1	6	6	17	12	13	9	8
3	1	1	3	4	3	1	3	6	10	3	11	8
Recorded proportions dead, in males and females (15+), by year												
0.133051336	0.132593305	0.148900907	0.145337732	0.153407683	0.162212607	0.144779467	0.143209225	0.141061453	0.122704106	0.111503037	0.113643872	0.102886125
0.137824993	0.151147099	0.166080225	0.162356645	0.161790551	0.164982814	0.159083778	0.138465016	0.13444049	0.122197309	0.116548317	0.116499915	0.11627907
HIV prevalence in adult TB patients, 2009-2016												
0.820902026	0.786440474	0.746726123	0.722925959	0.708477295	0.688386724	0.68611305	0.679116879					
